comment_text,sentiment
https://www.youtube.com/playlist?list=PLocRKAlJpuuSZXhPiBwBra6Kt2mpm7Goi,neutral
"Raya haji radio tak rancak dengan lagu raya so datang sini la..nak ambik mood dia😊
Salam Eidul Adha...1446",positive
Lagu raya kepulangan yang di nanti rakaman thn 1983 evergrin  ini antara lagu raya yang saya minati  😂😊😊 kpd peminat peminat lagu lagu raya semua slmt menyambut hari raya Aidil Adha kira beberapa hari lagi ❤ ❤,positive
Ambil mood raya haji pun nak dekat,neutral
Raya Aidiladha 2025 pada 07.06.2025 pun nak dekat,neutral
Harini 28/4/2025 @ 29 SYAWAL 1446 sape dah hujung SYAWAL masih layan lagu Raye ?,neutral
Selamat Hari Raya 26hb April 2025❤🎉❤syawal minggu terakhir,positive
23 syawal 1446,neutral
Best lagu2 rayanya.Selamat Hari Raya Aidilfitri kpd semua umat Islam.,positive
2025,neutral
Selamat hari raya Daiyan & team ❤,positive
😮😮😮😊😊😊❤❤❤🎉🎉🎉,positive
https://www.youtube.com/watch?v=3c716zKVaik&t=7s,neutral
"Lagu Nya Sedap Sekali Seronok nya musik nyaaa pokok bagus sekali, sukses terus",neutral
"Baru saja ramadhan dan lebaran berlalu, sudah rindu ❤",positive
🤔,neutral
2025 masih hadir❤,positive
Sedapnya lagu😊,positive
Rt,neutral
IBNU ARASY DZIKRULLAH ALLAHU AKBAR AL-DOA EXIST BEFORE END DAY OR DOOMSDAY AMIN YA RABBAL ALAMIN INSYA-ALLAH ALLAHU AKBAR,negative
"Saya nk Tanya, artis yang pakai baju biru muda tu siapa ya.. Siapa tahu",neutral
Lagu yg x pernah gagal memberi vibe raya yg sbenar..dr kecik dok dgr lagu ni time raya,neutral
Nostalgia bila 2020 😂,positive
Lagu ini   lagu yg paling aku suka  .. terima kaseh   boleh dgr lagi,neutral
😭😭😭❤❤,neutral
"Komen siap2
Siapa y dgr tahun 2026 hadirrrr",neutral
Pdbsbdh hhshiv bsgbhdhubhpdhbidqb bdhbdhbgubh,neutral
"8 years later, it is still a legendary song 🎵 ❤",positive
"2025, 2026, 2027, 2028, 2029, 2030.",neutral
esok 07/06/2025 dh raya haji masih dengar lagu ni😢😢😢 rindu arwah abah😭😭 btw harini harijadi saya❤,negative
Raya Haji pun dengar ni Apak,neutral
harap apak bukak la bangle dengan rantai tu.,neutral
Sedap lagu ni siok d dengar,neutral
Raya Senang Hati..🎉😂❤,positive
Tetiba terdengar2 lagu ni... terus ke mari.,neutral
😮saya dengar,neutral
Lepas habis raya pun aku dengar sampai nk masuk raya haji dh nie 😂😂😂,positive
Raya dah Habis Masih tengok 😆😊,positive
Rindunya melhat mereka bersatu kembali,neutral
"First I heard this without seeing the visual, then I am surprised when I realised this song is performed by a male singer 😂",positive
Ghsjhdkdjffjgkdsndjdjjdke😊❤❤jfgk GJ fj,positive
TUHAN MENGBERKATi🌙,neutral
Ustaz marah hang aku tak Tau la umat manusia hahahah,neutral
Nanti raya aidaha pula  kita kena koban lembu 🎉,positive
0:45 sukalahhh,neutral
❤❤❤❤❤❤❤❤❤❤😘😘😘😘😘😘😘😘😘😘❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😘😘😘😘😘😘😘😘😘😘❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😘😘😘😘😘😘😘😘😘😘,positive
raya haji pula😂,positive
",n 9,6. .ljjjjlnmbnmmm b",neutral
Indonesia,neutral
8/6/2025,neutral
trlayan sgt lagu ni...baru dgr tahun ni punya lagu...,neutral
"6 jun 2025 dalam lori dengar lagu ni,.jam 11.47 selamat hari raya Aidiladha",neutral
Geng 6.6.25 . Xprnah jemu,neutral
Yamaha RXZ musuh Ketat Suzuki Gamma 170..🎉😂❤,positive
Sedap nye lagu ni ❤😊,positive
good,positive
Lagu raya 2017 ni smtg else do vibes dia..,neutral
"Aku punya ingat lagu baru,sebab asyik ulang kat radio Suria, rupanya lagu lama dah,besttt",neutral
10 mei 2025 Masih dgr lagu ni 😅,positive
Sumpah sedap sangat lagu ni aku rate inviniti 😊😊,positive
Best lagu dato siti ❤,positive
SEHLAMAT RAYA EE AIDIL ADHA..🎉😂❤,positive
"Siti Nurhaliza is the best, cantik dan semua lagunya sangat enak didengar.",positive
Halo maaf telat,neutral
"Beratus Kali aku ulng tak bosan"" musik dia meyntuh kalbu😢",negative
Salam 25 Syawal 1446,neutral
2025 hadir,neutral
Hahaha,positive
❤,positive
Semoga aja aku ga sendiri komen kesini tahun ini,neutral
"Lebarannya baru dua bulan, udah mau lebaran lagi nih hatikuu😂",positive
❤❤❤,positive
Saya dari 2045😂😂😂,positive
Zaman nostalgia zaman kecik2 dulu2🥰,positive
Saya dengar lagu raya ni teringat sesuatu 🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺,neutral
May 2025😅,positive
2025 anyone ?,neutral
Kesini kerana versinya upin ipin,neutral
Indonesia hadiiiirrr....elok nian lagu tetangga ini....suka...suka....sukaaa......🥰🥰🥰,positive
Lagu nya bikin anak² rantau sedih,neutral
"When I was young her I loved to listen this song, although I’m not Muslim, I was living in Singapore and a few neighbors listen this song certain times of the year❤",positive
🎉🎉,positive
Lebaran udh lewst tapi anak saya masih aja nyanyiin lagu ini😂😂😂😂,positive
Salam dari seremban n.sembilan Malaysia,neutral
😊,positive
❤🎉❤🎉❤❤🎉❤🎉🎉❤🎉,positive
"We only have 1 day left before syawal ends, this is my last I would hear before bulan syawal leaves. We will see you again you in next year😭",negative
Dhvwj,neutral
hii,neutral
"Saya umur 8 tahun, rumah x der bekalan elektrik...so, tak tau pon org beraya mcmn. Tgk TV pon sebulan sekali... tumpang rumah jiran...",neutral
Zaman saya tu.... baru umur 15 tahun.... tingkatan dua....dulu baju raya tidak sedondon macam zaman sekarang....,neutral
"Lagu best zaman berzaman dan tak pernah jemu mendengar lagu ni. Baru tahu siapa penyanyi asal, tahniah kpd akk berdua dah menghiburkan kami😄🙏terima kasih kpd yg mencipta lagu ni, lagu ini sangat mengamit memori😊",positive
Tabby ❤,positive
"Musician memamg mantap, bunyi drum mantap 👍👍👍👍👍",neutral
"Baju pink tu memang mantop, lawo body❤",positive
Shasha yg paling ok suaranya.,positive
"Tabby,sabroza,Angel& Syasya..",neutral
best nyaa,positive
🤩,neutral
Lagu raya yg ini dlam igatan ku..buat aku rindu msa2 raya yg lalu..,neutral
evergreen song... 25 april 2025 comment.. 😉😉 ❤❤❤,positive
"Rindunyaaa zmn2 dulu..raya best zmn2 dulu..zmn x dak.gadjet bagai.. smua fokus borak2, gelak2 ramai.. happynya zmn2 dulu.. skrg x sama dah..hurm..",positive
"Diba AA ke teww..? Tak kot, tu pembaca berita TV3 kot..",neutral
Dari dulu lagi saya nak tanya. Yang pakcik pakai baju raya ungu tu Abdillah ke🤔🤔🗿,neutral
"lagu zmn aku zmn kanank2 90an time nk raya,mengamit kenangan dgr lagu ni,meriah raya tu rasa dgr lagu ni zmn kanak2 dulu",neutral
Selamat hari raya 1 Syawal 2025....,neutral
Datuk Jamal Abdillah,neutral
Rohana jalil lagend,neutral
syarifah di singkirkan lagi.. tiada tempat lagi. Kesian.,neutral
Kenapa lagu ni x jd mv untuk tv 3..; dari pop pop raya 😂,positive
Suara Delisha sdp..x sangka u sound good,positive
2025 br jmpa lagu sdp nie,neutral
Kenapa baru saya tahu ni lagu raya...padahal tahun lepas lagi..best lagu ni😅,positive
Dayang GOLDEN VOICE!!,neutral
Lagu best utk hari raya. Tp underate.. Lagu raya 2025 lain maciam.. X feel. Syg lagu *RAYA TERBAIK* view kurang.. BEST LAGU NI,positive
Alhamdulillah...Tahniah lagu ini mcapai 1M..❤dyg..hannah & sophia,neutral
Cari lagu untuk gambar di socmed ternampak nama 'Hannah Delisha' terus nak dengar..Dengar sekali terus jadi suka...💚✅..Rasa seronok dan beri semangat nak beraya..,positive
Pesal x naik lagu ni.. patut keluar awal la mv ni,neutral
"Baru tahu lagu ni di tv tadi..cari punya cari rupanya dayang,hannah dan sophie yg nyanyi...sedap giler wpun baru tahun skrg huhuhu❤❤❤",positive
esok 07/06/2025 dh raya haji masih dengar lagu ni😢😢😢 rindu arwah abah😭😭 btw harini harijadi saya❤,negative
Raya Haji pun dengar ni Apak,neutral
harap apak bukak la bangle dengan rantai tu.,neutral
Sedap lagu ni siok d dengar,neutral
Raya Senang Hati..🎉😂❤,positive
Tetiba terdengar2 lagu ni... terus ke mari.,neutral
😮saya dengar,neutral
Lepas habis raya pun aku dengar sampai nk masuk raya haji dh nie 😂😂😂,positive
Raya dah Habis Masih tengok 😆😊,positive
Rindunya melhat mereka bersatu kembali,neutral
"Dengarkan semua lagu raya SIAR 
https://youtube.com/playlist?list=PL2JTbJDfKPpkXo3344HgJFex9OSSwtmhV&si=79qnHF_SmwO-_6NQ",neutral
Guitarist tu yg terbaik,neutral
Mmg sempoi la kalu arwah DAJ msti bangga,neutral
Terbaikk,neutral
KotaBharu hadir...,neutral
lagu raya dah ok dah dah tapi yang main gitar tu tak sesuai betul nampak lutut. apa pun lagu ni memang tak luput dek zaman,positive
"Berbaju merah jambu
Berkain songket biru
Dengan senyum ketawa
Tanda pagi hari raya

Berkunjung rumah taulan
Menghibur hati rawan
Berjabat-jabat tangan
Bermuram jangan

C/O

Bila hari raya pun tiba
Suasana menjadi riang
Dunia jadi terang

Bila hari raya pun tiba
Sini sana takbir bergema
Memuji yang Esa

Bermacam kuih lazat
Rendang serta ketupat
Hidangan hari raya

Hari mulia",neutral
Salah seorg geng barkoba juga ni😂,positive
"yasin oh yasin,walaupun ko dh kantoi kn pak jabit denagn bendi 2 batng,tp ko nyanyi mmg sdp...hehhehehe",neutral
Kena nyanyi kat warung pak jabit ni baru ngam😂,positive
"Fans of Uji Rashid and Hail Amir? Jom, check this out : https://www.youtube.com/watch?v=yTPJAikyYkk",positive
Selamat pagi salam sejahtera n salam ceria n salam bahagia selalu..layan lagu raya mantap n terhibur....,neutral
Kembali 🎉lagi salam Aidiladha 2025,positive
Uji rashid asal SABAH,neutral
Kalau boleh tau lagu ini tahun berapa,neutral
ni bkn vd ori kan😢lip sync je kan,negative
"kalau lagu raya.. tak payah beriya ""sape masih dengar di tahun 2080 ni?.. mmg tiap2 tahun akan org dengar lagu raya lama-lama ni..",neutral
Tahun 2025 13 April hadir,neutral
Lagu dulu lagi merdu,neutral
Salam Aidilfitri 🎉-11-.....(mac2025),positive
"arwah ayah meninggal masa raya haji 2022.sejak dri tu, raya kami adik beradik tak semeriah dulu lagi-lagi raya haji ..",neutral
Kita sedekah Kpd Allahyarham S.Jibeng Al-Fatihah semuga ditempatkan orang yg soleh Amin yra,neutral
Psbhudhb,neutral
Lagi best,positive
Psbdhbdhubdbbdhujdb,neutral
Pdbdhubhdbnbshubhsbhbdg😊sbkdhubhhdhkb,positive
Pdbshbsuhnbbdhkdbhudbhndhbdnhishbknhdhbnhbshbkdhbuhkdhbndhmnvhkjsyudhbghkbbsgkbfdhdbhibkhdhjhu,neutral
Pqsbhdhubhsh,neutral
Pdbshbudhbduhb,neutral
Siapa yang dengar lagu ini 2025😂😂,positive
ขมต่73เจเไจ,neutral
Best lak lagu versi thailand,positive
𝙻𝚘𝚟𝚎 𝚒𝚝,neutral
Salam serumpun,neutral
"deuan romadon sin sud long nai wan nii,
rau yin dii im jai bak baan,
faa rung-saang tōnrab deuan shaa waan,
rau suksan haa ri raa yaa,
ruam chalan-chalong sa laam to kan ,
beng pan ro yim la khwaam huang yai,
thii pham maa phlaad-phlaang rau hai-a-phaay,
duay jai dua rak duak khwaam phuk phan,
i-dil titri khue haa rii raa yaa,
ro khoi maa sukjai dang fan,
wan dii-dii thii phii nong phrom naa kan,
rau suksan haa rii raa yaa,
ruam chalam-chalonv sa laam to kan,
beng pan yim le khwaam huang yai,
thii phan maa phlaad-phlaang rau ha-a-phaay,
duay jai duay rak duay khwaam phuk phan,
thong faa phong am phai,
rau maa ruam reng ruam jai,
tham ka-tu-phat la rendang wayi la dodol,
khanom aroy thuk jai,
chim pai yim pai,
mai waa baan nai nai ko mii hai long lim,
khrai yang pen dek noi,
yuen khoi naa aa,
lung paa we maa yuen song thang hai r
ang-wan,
baan yaa kaad dii-dii,
mai mii khwaam thuk jai,
rau tnh hai-a-phaay ma-af hai ke kan",negative
Pergi mampooosss,neutral
Malaysia memang raja pengeluar lagu2 raya...negara xde ye❤❤❤,positive
"Mana yg dok hina melayu malaysia tenguk sendiri video pegulas ustaz ni... Melayu indon hanya suku sahaja..
https://youtu.be/NNQoaFUFUE4",neutral
Ini lagu Indo ni,neutral
"SALAM AIDILFITRI 2023 IKHWANUL MUSLIMIN DAN SAHABAT-HANDAI DI THAILAND MAAF ZAHIR BATIN DARIPADA SAYA KAMI DI SINI ( KRAB )
😊",positive
😮😮😮😮😮😮😮😮😮,neutral
Siapa dengar tahun 03/06/2025😊,positive
Nak sambut Aidiladha dah,neutral
PUTERI LIZA BTE SEJILI YG NYANYI,neutral
Belah kiri baju kuning tu Ira Kazar ke?,neutral
Ternyata kata “Lebaran” juga dipake di malaysia ya?,neutral
Lagu raya malaysia sentiasa evergreen,neutral
Idul Fitri 2025,neutral
Masih mendengar di 2029. 😮😮,neutral
Lebaran/Hari raya Idul Fitri 1446 H/ 2025 M.....bergema lagi lagu ini di media sosial....memang sangat enak didengar....salam sesama Rumpun Melayu.,neutral
❤Fire❤,positive
❤❤🎉🎉😊,positive
2025 hadir🥹,neutral
"Salam Aidilfitri, Selamat Hari Raya 2025🎉🎉🎉🎉",positive
Lagu raya yg simple tp best!! 🫰🏻,positive
rindu najwa latiff,neutral
Ada ketenangan bila dgr lagu ni...dah 2025..sapa setuju???,neutral
2:10,neutral
Selamat hari raya Aidilfitri maaf zahir dan batin 2025,neutral
The best modern raya song,positive
❤Fire❤,positive
❤❤🎉🎉😊,positive
2025 hadir🥹,neutral
"Salam Aidilfitri, Selamat Hari Raya 2025🎉🎉🎉🎉",positive
Lagu raya yg simple tp best!! 🫰🏻,positive
rindu najwa latiff,neutral
Ada ketenangan bila dgr lagu ni...dah 2025..sapa setuju???,neutral
2:10,neutral
Selamat hari raya Aidilfitri maaf zahir dan batin 2025,neutral
The best modern raya song,positive
esok 07/06/2025 dh raya haji masih dengar lagu ni😢😢😢 rindu arwah abah😭😭 btw harini harijadi saya❤,negative
Raya Haji pun dengar ni Apak,neutral
harap apak bukak la bangle dengan rantai tu.,neutral
Sedap lagu ni siok d dengar,neutral
Raya Senang Hati..🎉😂❤,positive
Tetiba terdengar2 lagu ni... terus ke mari.,neutral
😮saya dengar,neutral
Lepas habis raya pun aku dengar sampai nk masuk raya haji dh nie 😂😂😂,positive
Raya dah Habis Masih tengok 😆😊,positive
Rindunya melhat mereka bersatu kembali,neutral
Lagu baru raya 2023 😘 : https://youtu.be/A2idwSQRXZ4,positive
Rindu raya 2022 rindu budak Sabah,neutral
Raiyan❤you,neutral
Selamat hari raya aidiladha😊😊,positive
Raya Aidiladha 2025 pada 07.06.2025 pun nak dekat,neutral
"g
😊😊😊😊😊😊😊",positive
Aku sorang jeke tengok bulan mei sampai oktober??,neutral
2025🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤,positive
goog,neutral
Selamat hari raya kak,neutral
"Saya umur 8 tahun, rumah x der bekalan elektrik...so, tak tau pon org beraya mcmn. Tgk TV pon sebulan sekali... tumpang rumah jiran...",neutral
Zaman saya tu.... baru umur 15 tahun.... tingkatan dua....dulu baju raya tidak sedondon macam zaman sekarang....,neutral
"Lagu best zaman berzaman dan tak pernah jemu mendengar lagu ni. Baru tahu siapa penyanyi asal, tahniah kpd akk berdua dah menghiburkan kami😄🙏terima kasih kpd yg mencipta lagu ni, lagu ini sangat mengamit memori😊",positive
Tabby ❤,positive
"Musician memamg mantap, bunyi drum mantap 👍👍👍👍👍",neutral
"Baju pink tu memang mantop, lawo body❤",positive
Shasha yg paling ok suaranya.,positive
"Tabby,sabroza,Angel& Syasya..",neutral
best nyaa,positive
🤩,neutral
"selamat hari raya aidiladha 
10 zulhijjah 1446H
lagu ni mmg sesuai dgn raya korban",neutral
Legend tul dia ni,neutral
"Suara nya ni .. tahun 2025
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",positive
Datang dari video Khir rahman .. 2025,neutral
Bestnyaaa lagu raya siti yg ni.. ❤❤❤,positive
Salam 25 Syawal 1446,neutral
Lagu nya sangat menginspirasi .Jd damai hati yg terluka.fiks aku sndri yg 2025 bulan ini kayak nya yg nnton,neutral
"Banyak2 lagu masa puasa,atau nk kemas rmh,klu x mood,lagu2 ct juga jd pilihan,supaya ada mood😂lgu yg bru2 tu,masa raya la bru ngam,tp apa2 pn,lagu lama2 juga pujahan hatey❤love sgt,sbb lagu2 tu semua sya membesr dgn lgu tu,bnyk memori seiring dgn nya😢",negative
Merdu betul suara Dato CT. Best lagu ni ada campur lama dan tradisional. Barakallahu feekum,positive
"Lpas tahu khir rahman komposer lagu ni dan beliau menyanyikan lagu ni baru aq tahu bahawasa lgu ni memang betul² sedap sebelum² ni biasa² je dengar... 😂sebelum ni time raya, dari jauh kupohon maaf, suasana hari raya, menjelang hari raya, pulanglahh, selamat hari raya, seloka hari raya, ku pohon restu ayah bonda",negative
Semoga semua yg komen disini diampunkn dosa2 ibu kita ditempatkn dikalangan org2 yg soleh Aamin..,neutral
😮😮😮😮😮😮,neutral
dengar sebab  nak raya haji sabtu ni jer 7hb6/2025 😂..,positive
Nak Raya Haji Dah 😅,positive
Bila mak dah takde baru terasa menusuk lagu ni.. sebelum² ni biasa² je tp sekarang 😢😢😢 Al - Fatihah mak Mariani Binti Mat 😢,negative
😭😭😭😭😭 rindu arwah mak..,negative
Baru perasan wujud lagu ni tahun ni..sedih pula..Alhamdulilah masih punya ibu. Buat yg telah pergi. Al-fatihah,neutral
lagu ni best. dok dengr time event best pulok,positive
1st time dengar lagu raya ni ditik tok Ella Furniture 2025 trus tersuka saya dibuatnya❤,positive
2026 like,positive
Kenapa lagu ni x jd mv untuk tv 3..; dari pop pop raya 😂,positive
Suara Delisha sdp..x sangka u sound good,positive
2025 br jmpa lagu sdp nie,neutral
Kenapa baru saya tahu ni lagu raya...padahal tahun lepas lagi..best lagu ni😅,positive
Dayang GOLDEN VOICE!!,neutral
Lagu best utk hari raya. Tp underate.. Lagu raya 2025 lain maciam.. X feel. Syg lagu *RAYA TERBAIK* view kurang.. BEST LAGU NI,positive
Alhamdulillah...Tahniah lagu ini mcapai 1M..❤dyg..hannah & sophia,neutral
Cari lagu untuk gambar di socmed ternampak nama 'Hannah Delisha' terus nak dengar..Dengar sekali terus jadi suka...💚✅..Rasa seronok dan beri semangat nak beraya..,positive
Pesal x naik lagu ni.. patut keluar awal la mv ni,neutral
"Baru tahu lagu ni di tv tadi..cari punya cari rupanya dayang,hannah dan sophie yg nyanyi...sedap giler wpun baru tahun skrg huhuhu❤❤❤",positive
"First I heard this without seeing the visual, then I am surprised when I realised this song is performed by a male singer 😂",positive
Ghsjhdkdjffjgkdsndjdjjdke😊❤❤jfgk GJ fj,positive
TUHAN MENGBERKATi🌙,neutral
Ustaz marah hang aku tak Tau la umat manusia hahahah,neutral
Nanti raya aidaha pula  kita kena koban lembu 🎉,positive
0:45 sukalahhh,neutral
❤❤❤❤❤❤❤❤❤❤😘😘😘😘😘😘😘😘😘😘❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😘😘😘😘😘😘😘😘😘😘❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😘😘😘😘😘😘😘😘😘😘,positive
raya haji pula😂,positive
",n 9,6. .ljjjjlnmbnmmm b",neutral
Indonesia,neutral
Sangat sukeeeee lagu ini ❤❤,positive
IBNU ARASY DZIKRULLAH ALLAHU AKBAR AL-DOA EXIST BEFORE END DAY OR DOOMSDAY AMIN YA RABBAL ALAMIN INSYA-ALLAH ALLAHU AKBAR,negative
"Syoklah yang masih punyai ibu bapa,👈😟😟😟",negative
"Tengoklah tu anak anak yatim piatu, 👈😟😟",negative
Saya!!!,neutral
"Pelakon HangTuah di Film Putri Gunung Ledang....sehat2 selalu Datuk Muhammad Nasir..Baarakallahufik
7 Juni 2025❤",positive
2025 ❤❤,positive
Siapa mendengar lagu ni 1/6/2025,neutral
"mkhluk no ,only God",negative
yg membuka pintu kebahagiaan ialah Allah,neutral
Sumpah sedap sangat lagu ni aku rate inviniti 😊😊,positive
Best lagu dato siti ❤,positive
SEHLAMAT RAYA EE AIDIL ADHA..🎉😂❤,positive
"Siti Nurhaliza is the best, cantik dan semua lagunya sangat enak didengar.",positive
Halo maaf telat,neutral
"Beratus Kali aku ulng tak bosan"" musik dia meyntuh kalbu😢",negative
Salam 25 Syawal 1446,neutral
2025 hadir,neutral
Hahaha,positive
❤,positive
"SATU SATUNYA LAGU RAYA TANPA IKLAN
LIKE, SUBSCRIBE DAN SHARE",positive
https://www.youtube.com/playlist?list=PLocRKAlJpuuSZXhPiBwBra6Kt2mpm7Goi,neutral
"Raya haji radio tak rancak dengan lagu raya so datang sini la..nak ambik mood dia😊
Salam Eidul Adha...1446",positive
Lagu raya kepulangan yang di nanti rakaman thn 1983 evergrin  ini antara lagu raya yang saya minati  😂😊😊 kpd peminat peminat lagu lagu raya semua slmt menyambut hari raya Aidil Adha kira beberapa hari lagi ❤ ❤,positive
Ambil mood raya haji pun nak dekat,neutral
Raya Aidiladha 2025 pada 07.06.2025 pun nak dekat,neutral
Harini 28/4/2025 @ 29 SYAWAL 1446 sape dah hujung SYAWAL masih layan lagu Raye ?,neutral
Selamat Hari Raya 26hb April 2025❤🎉❤syawal minggu terakhir,positive
23 syawal 1446,neutral
Best lagu2 rayanya.Selamat Hari Raya Aidilfitri kpd semua umat Islam.,positive
esok 07/06/2025 dh raya haji masih dengar lagu ni😢😢😢 rindu arwah abah😭😭 btw harini harijadi saya❤,negative
Raya Haji pun dengar ni Apak,neutral
harap apak bukak la bangle dengan rantai tu.,neutral
Sedap lagu ni siok d dengar,neutral
Raya Senang Hati..🎉😂❤,positive
Tetiba terdengar2 lagu ni... terus ke mari.,neutral
😮saya dengar,neutral
Lepas habis raya pun aku dengar sampai nk masuk raya haji dh nie 😂😂😂,positive
Raya dah Habis Masih tengok 😆😊,positive
Rindunya melhat mereka bersatu kembali,neutral
Lagu nya bikin anak² rantau sedih,neutral
"When I was young her I loved to listen this song, although I’m not Muslim, I was living in Singapore and a few neighbors listen this song certain times of the year❤",positive
🎉🎉,positive
Lebaran udh lewst tapi anak saya masih aja nyanyiin lagu ini😂😂😂😂,positive
Salam dari seremban n.sembilan Malaysia,neutral
😊,positive
❤🎉❤🎉❤❤🎉❤🎉🎉❤🎉,positive
"We only have 1 day left before syawal ends, this is my last I would hear before bulan syawal leaves. We will see you again you in next year😭",negative
Dhvwj,neutral
hii,neutral
"selamat hari raya aidiladha 
10 zulhijjah 1446H
lagu ni mmg sesuai dgn raya korban",neutral
Legend tul dia ni,neutral
"Suara nya ni .. tahun 2025
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",positive
Datang dari video Khir rahman .. 2025,neutral
Bestnyaaa lagu raya siti yg ni.. ❤❤❤,positive
Salam 25 Syawal 1446,neutral
Lagu nya sangat menginspirasi .Jd damai hati yg terluka.fiks aku sndri yg 2025 bulan ini kayak nya yg nnton,neutral
"Banyak2 lagu masa puasa,atau nk kemas rmh,klu x mood,lagu2 ct juga jd pilihan,supaya ada mood😂lgu yg bru2 tu,masa raya la bru ngam,tp apa2 pn,lagu lama2 juga pujahan hatey❤love sgt,sbb lagu2 tu semua sya membesr dgn lgu tu,bnyk memori seiring dgn nya😢",negative
Merdu betul suara Dato CT. Best lagu ni ada campur lama dan tradisional. Barakallahu feekum,positive
8/6/2025,neutral
"First I heard this without seeing the visual, then I am surprised when I realised this song is performed by a male singer 😂",positive
Ghsjhdkdjffjgkdsndjdjjdke😊❤❤jfgk GJ fj,positive
TUHAN MENGBERKATi🌙,neutral
Ustaz marah hang aku tak Tau la umat manusia hahahah,neutral
Nanti raya aidaha pula  kita kena koban lembu 🎉,positive
0:45 sukalahhh,neutral
❤❤❤❤❤❤❤❤❤❤😘😘😘😘😘😘😘😘😘😘❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😘😘😘😘😘😘😘😘😘😘❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😘😘😘😘😘😘😘😘😘😘,positive
raya haji pula😂,positive
",n 9,6. .ljjjjlnmbnmmm b",neutral
Indonesia,neutral
"Fans of Uji Rashid and Hail Amir? Jom, check this out : https://www.youtube.com/watch?v=yTPJAikyYkk",positive
Selamat pagi salam sejahtera n salam ceria n salam bahagia selalu..layan lagu raya mantap n terhibur....,neutral
Kembali 🎉lagi salam Aidiladha 2025,positive
Uji rashid asal SABAH,neutral
Kalau boleh tau lagu ini tahun berapa,neutral
ni bkn vd ori kan😢lip sync je kan,negative
"kalau lagu raya.. tak payah beriya ""sape masih dengar di tahun 2080 ni?.. mmg tiap2 tahun akan org dengar lagu raya lama-lama ni..",neutral
Tahun 2025 13 April hadir,neutral
Lagu dulu lagi merdu,neutral
Salam Aidilfitri 🎉-11-.....(mac2025),positive
"arwah ayah meninggal masa raya haji 2022.sejak dri tu, raya kami adik beradik tak semeriah dulu lagi-lagi raya haji ..",neutral
Kita sedekah Kpd Allahyarham S.Jibeng Al-Fatihah semuga ditempatkan orang yg soleh Amin yra,neutral
Psbhudhb,neutral
Lagi best,positive
Psbdhbdhubdbbdhujdb,neutral
Pdbdhubhdbnbshubhsbhbdg😊sbkdhubhhdhkb,positive
Pdbshbsuhnbbdhkdbhudbhndhbdnhishbknhdhbnhbshbkdhbuhkdhbndhmnvhkjsyudhbghkbbsgkbfdhdbhibkhdhjhu,neutral
Pqsbhdhubhsh,neutral
Pdbshbudhbduhb,neutral
Siapa yang dengar lagu ini 2025😂😂,positive
Lagu raya yg ini dlam igatan ku..buat aku rindu msa2 raya yg lalu..,neutral
evergreen song... 25 april 2025 comment.. 😉😉 ❤❤❤,positive
"Rindunyaaa zmn2 dulu..raya best zmn2 dulu..zmn x dak.gadjet bagai.. smua fokus borak2, gelak2 ramai.. happynya zmn2 dulu.. skrg x sama dah..hurm..",positive
"Diba AA ke teww..? Tak kot, tu pembaca berita TV3 kot..",neutral
Dari dulu lagi saya nak tanya. Yang pakcik pakai baju raya ungu tu Abdillah ke🤔🤔🗿,neutral
"lagu zmn aku zmn kanank2 90an time nk raya,mengamit kenangan dgr lagu ni,meriah raya tu rasa dgr lagu ni zmn kanak2 dulu",neutral
Selamat hari raya 1 Syawal 2025....,neutral
Datuk Jamal Abdillah,neutral
Rohana jalil lagend,neutral
syarifah di singkirkan lagi.. tiada tempat lagi. Kesian.,neutral
"hari raya tahun 2017 ,masa tu arwah emak pun ada lg. Emak pergi ke alam abadi pd 18 /4/2025 keadaan semua berubah segenap sudut. 😢",negative
Jin Penghalang Jodoh Musim Ke 6,neutral
The Store,neutral
Mail 😂😂,positive
April 2025 🎉 Hadir 👋🏻👋🏻👋🏻,positive
tak tau pulak rizky febian nyanyi lagu raya😂,positive
Dah 2025 🎉🎉,positive
2025 aprill,neutral
aku sorang je ke datang dari 2077,neutral
😮😮😮😮😮😮😮😮😮,neutral
Siapa dengar tahun 03/06/2025😊,positive
Nak sambut Aidiladha dah,neutral
PUTERI LIZA BTE SEJILI YG NYANYI,neutral
Belah kiri baju kuning tu Ira Kazar ke?,neutral
Ternyata kata “Lebaran” juga dipake di malaysia ya?,neutral
Lagu raya malaysia sentiasa evergreen,neutral
Idul Fitri 2025,neutral
Masih mendengar di 2029. 😮😮,neutral
Hàti manusia berbiza2,neutral
